Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RISK_MM;RainTomorrow
25.11.2011;CoffsHarbour;18;24.4;59;4;0;ENE;44;E;NNE;19;24;92;95;1018.6;1016;8;8;21.8;21.8;Yes;23.8;Yes
03.10.2010;CoffsHarbour;15.3;18.7;90;NA;0;E;50;SE;ESE;13;20;97;85;1026.3;1024.3;8;8;16.5;18.2;Yes;128;Yes
14.07.2013;Cobar;12.4;19.5;0;04.2;NA;NNE;35;ENE;NNE;15;20;60;50;1024.7;1021.1;7;7;13.7;18;No;08.8;Yes
15.07.2011;Cobar;01.9;14.1;0;2;NA;ESE;31;ESE;E;15;17;70;42;1031.4;1028.2;6;6;04.6;13.6;No;07.2;Yes
24.04.2010;Albury;15.4;19.8;03.6;NA;NA;NNW;46;NNE;NNW;11;28;95;86;1013.4;1008.7;8;8;17.1;18.6;Yes;17;Yes
08.07.2011;Albury;-0.5;08.3;0;NA;NA;WNW;28;NA;W;0;15;93;64;1026;1024.7;NA;8;04.3;8;No;04.2;Yes
14.06.2013;Cobar;10.3;12.8;05.8;01.6;NA;WSW;39;WSW;WSW;15;19;87;71;1012.9;1012.3;7;7;10.8;12.5;Yes;01.2;Yes
25.03.2009;CoffsHarbour;14.7;26.8;0;06.4;11.2;NE;33;WNW;NE;11;24;65;49;1021.9;1019.9;1;1;22.6;25.9;No;0;No
22.05.2015;BadgerysCreek;11;15.6;01.6;NA;NA;SSW;57;SW;SSW;19;26;91;69;1018.2;1021.8;NA;NA;13.4;14.8;Yes;08.8;Yes
12.06.2017;Cobar;06.6;18.7;0;NA;NA;S;35;S;SSE;9;19;87;47;1027.1;1025.5;NA;NA;10.5;18;No;0.2;No
15.11.2014;Albury;17.5;24.3;0;NA;NA;W;37;WSW;W;6;15;61;37;1008.9;1008.9;8;8;19.2;23.6;No;24.4;Yes
19.08.2009;CoffsHarbour;06.6;19.3;0;02.8;10.5;WSW;26;SW;E;17;15;68;52;1027.8;1023.9;1;1;16.8;19.1;No;0;No
04.01.2016;Albury;17.3;23.7;15.6;NA;NA;SSE;39;SE;SSE;9;17;74;65;1017.9;1016.5;8;8;19.2;21.6;Yes;06.8;Yes
16.10.2009;CoffsHarbour;09.4;23.9;0;05.4;10.3;NA;NA;S;ESE;15;19;38;36;1012.7;1010;3;3;20.4;21.9;No;0;No
22.11.2010;CoffsHarbour;16.7;24.5;0.2;03.8;08.3;E;30;E;E;17;19;78;55;1024.3;1023.7;7;6;19.7;23.6;No;0;No
05.06.2012;BadgerysCreek;05.6;14.2;0;NA;NA;SSW;52;SSW;WSW;2;17;82;94;1000.9;1001.7;NA;NA;10.1;09.4;No;13.2;Yes
27.07.2010;BadgerysCreek;07.2;16.8;0;NA;NA;SW;17;NA;NE;0;2;94;59;1036.1;1032.7;NA;NA;10.8;15.8;No;2;Yes
19.06.2010;CoffsHarbour;05.3;18;0;02.2;09.1;WSW;24;W;SSE;9;11;74;52;1019.4;1018.8;1;1;14.8;17.3;No;0;No
12.10.2014;Albury;08.2;30.3;0;NA;NA;NNE;48;SSE;NNW;6;22;67;32;1013.9;1007.5;NA;8;16.1;29.3;No;03.4;Yes
12.05.2011;CoffsHarbour;05.9;19.6;0;02.8;09.9;SW;30;NNW;SW;11;20;48;28;1011.6;1009.3;5;1;15.6;18.8;No;0;No
22.01.2010;CoffsHarbour;18.1;31;0;05.8;13;NE;46;SSE;NE;2;17;52;63;1014.2;1012.3;2;3;27.4;28.2;No;0;No
17.06.2016;BadgerysCreek;05.5;17.9;0;NA;NA;N;17;NW;N;4;9;99;76;1018;1014.1;NA;NA;08.6;17.5;No;5;Yes
09.04.2017;Cobar;17.2;29.6;0;NA;NA;WNW;57;N;SW;28;30;39;32;1013.8;1009.8;4;NA;22.8;25.5;No;0;No
01.10.2013;Cobar;18.4;22.4;0;12;NA;WSW;57;SW;SW;31;26;37;59;1010.7;1011.5;7;7;22.3;18.3;No;01.6;Yes
07.01.2017;Cobar;21;36.9;5;NA;NA;ENE;46;ENE;ENE;30;11;NA;NA;1012.6;1008.2;NA;7;26.7;35.1;Yes;0;No
13.05.2013;BadgerysCreek;08.5;19.1;0;NA;NA;N;17;N;SSW;2;2;100;71;1019.1;1014.1;NA;NA;12.1;18.9;No;01.8;Yes
16.11.2012;BadgerysCreek;16.3;17.5;1;NA;NA;SSE;20;S;ESE;2;4;88;81;1012.6;1011;NA;NA;16.4;17.3;No;13;Yes
20.09.2010;CoffsHarbour;13.8;17.1;07.2;01.6;0;WSW;33;SW;WSW;19;17;94;90;1022.9;1022;8;8;14.3;14.5;Yes;06.6;Yes
25.02.2015;BadgerysCreek;19.5;23;0;NA;NA;SSE;33;SSW;S;15;17;76;79;1015.8;1015.3;NA;NA;22.2;21.1;No;02.2;Yes
05.03.2011;CoffsHarbour;20.4;22.3;24.8;02.6;0.1;S;70;SE;SSE;22;31;95;80;1016.9;1018.7;8;7;20.8;21.1;Yes;63.8;Yes
22.02.2016;Cobar;25.2;38.2;0;11.4;NA;ENE;35;NE;E;20;13;40;16;1021.1;1017.7;2;5;28.5;37.5;No;0;No
11.06.2016;Cobar;05.2;15;0;01.6;NA;SW;28;WSW;SW;7;13;75;62;1027.9;1027.4;NA;5;10.3;14.8;No;0;No
09.09.2010;Cobar;11.5;19.6;0;04.6;NA;NNW;41;NE;NW;15;20;89;74;1014.4;1009.3;8;7;13.1;19.1;No;3;Yes
18.02.2017;Cobar;22.3;30.4;0;NA;NA;SW;43;S;SW;20;26;35;25;1008.1;1007;2;NA;22.9;28.9;No;0;No
10.04.2014;BadgerysCreek;15.5;21.2;0;NA;NA;S;9;NA;ESE;0;4;86;88;1016.9;1012.5;NA;NA;18.8;19.4;No;12;Yes
11.01.2011;Albury;21.6;26.4;01.4;NA;NA;NE;37;SE;NNE;13;15;81;87;1011.7;1009.4;8;8;22.5;23;Yes;5;Yes
26.01.2017;Cobar;23.8;34.6;NA;NA;NA;NA;NA;SSW;WSW;17;9;25;28;1014.7;1012.1;8;NA;23.9;31.5;NA;0;No
09.09.2010;Albury;07.2;14.7;0;NA;NA;ENE;39;SE;ENE;7;11;76;90;1015.6;1009.7;8;8;11.1;11.9;No;24.8;Yes
06.07.2011;Albury;7;10.8;01.2;NA;NA;NW;61;NW;NNW;17;19;94;87;1010.8;1007.7;8;8;07.9;10;Yes;04.4;Yes
24.02.2017;Cobar;20.9;37.5;0;NA;NA;SSW;33;SSE;SSE;19;11;31;16;1018.1;1015.1;NA;NA;25.4;35.9;No;0;No
09.04.2013;BadgerysCreek;12.7;23.5;0.2;NA;NA;SE;30;SW;ENE;9;9;86;72;1026.7;1024;NA;NA;19.1;21.6;No;3;Yes
24.09.2016;Cobar;07.2;21.9;0.2;NA;NA;NNW;30;N;NNW;17;17;NA;NA;1012.2;1008.5;NA;4;16.6;20.6;No;01.8;Yes
19.03.2011;Cobar;16.7;24.5;0.4;04.2;NA;ESE;22;SW;ESE;4;11;81;58;1011.3;1008.1;8;8;16.7;24;No;01.8;Yes
16.02.2011;BadgerysCreek;17.8;28.1;1;NA;NA;NE;20;SW;N;9;13;80;57;1020.2;1016.5;NA;NA;20.8;26.3;No;01.4;Yes
11.08.2013;Albury;02.9;15.6;0;NA;NA;NE;20;S;NNE;9;13;100;58;1019.2;1014.9;8;8;05.8;14.9;No;17.2;Yes
10.03.2009;CoffsHarbour;19.8;27.1;24.4;08.6;9;ESE;35;SW;ESE;17;22;83;60;1018.9;1017.9;6;6;22;26;Yes;06.8;Yes
21.01.2012;BadgerysCreek;19.3;25.4;0;NA;NA;SE;24;WSW;ESE;7;13;88;76;1015.8;1015.8;NA;NA;21.6;22.7;No;04.2;Yes
06.06.2009;CoffsHarbour;08.5;19.2;0;01.8;09.1;WSW;30;W;SE;6;11;71;48;1015.3;1011.8;2;1;14.5;18.5;No;0;No
18.05.2015;Cobar;11.4;24.1;0;04.6;NA;ENE;28;ENE;NE;13;17;55;38;1027.9;1022.5;5;5;17.1;22.5;No;05.4;Yes
11.02.2010;CoffsHarbour;18.2;27.9;0;04.8;12.4;NE;39;NNW;NE;11;28;66;59;1017.8;1015.5;1;2;25.2;26.9;No;0;No
16.02.2014;Cobar;21.4;28.6;68;NA;NA;SW;44;S;S;13;20;97;62;1002.6;1003;8;6;21.6;26.3;Yes;02.6;Yes
14.12.2015;Cobar;18.9;37;0;12;NA;SE;30;ENE;SSE;17;19;5;5;1013.9;1011.3;7;7;28.6;35.5;No;0;No
05.06.2016;Albury;10.8;14.6;11.6;NA;NA;W;35;NW;W;6;9;97;89;1006.9;1002.4;8;8;12.9;14.2;Yes;01.2;Yes
24.04.2010;BadgerysCreek;13.9;27.7;NA;NA;NA;SSW;41;NA;SW;NA;26;71;60;1015;1010.7;NA;NA;19.5;23.5;NA;2;Yes
11.08.2010;Albury;07.2;10.4;08.2;NA;NA;NNE;33;NE;N;11;13;96;85;1006.2;1000.1;8;8;07.7;10;Yes;10.8;Yes
27.08.2010;CoffsHarbour;06.3;21.6;0;3;10.8;W;33;NW;E;17;13;39;29;1011.8;1010.1;1;0;17.3;21.1;No;0;No
04.10.2009;CoffsHarbour;14.7;17.6;03.6;06.8;0;SSW;37;WSW;SSW;15;19;94;94;1018.4;1017.8;8;8;15.2;15.9;Yes;14.8;Yes
13.03.2009;Cobar;18.5;29.6;09.2;07.6;6;NE;39;ENE;NE;13;6;86;43;1016.1;1013.3;5;6;20;28.8;Yes;01.2;Yes
04.06.2009;CoffsHarbour;13.3;20.2;01.6;01.8;03.6;NE;20;NA;ENE;0;9;97;78;1020.8;1015.9;7;5;15.8;18.8;Yes;0.6;No
04.08.2012;Albury;01.5;14.9;0;NA;NA;WNW;28;NA;W;0;9;99;62;1018.6;1015.9;7;8;05.8;13.8;No;2;Yes
30.11.2011;BadgerysCreek;19.8;30.4;0;NA;NA;WNW;48;NNE;NW;4;24;90;45;1009.7;1009.2;NA;NA;23.4;28.9;No;2;Yes
28.05.2016;Cobar;07.4;13.3;03.6;02.4;NA;WSW;50;WNW;WSW;19;24;86;74;1011.2;1013.8;8;8;09.2;11.7;Yes;0.8;No
25.11.2011;BadgerysCreek;13.4;19.6;07.8;NA;NA;ESE;26;SW;E;11;15;100;90;1022.4;1020;NA;NA;14.7;18.1;Yes;43.2;Yes
29.05.2010;Albury;09.4;15;28;NA;NA;N;26;E;SE;9;11;99;89;1005.7;1002.8;8;8;12.1;14;Yes;05.8;Yes
14.01.2011;BadgerysCreek;18.2;30.3;0;NA;NA;NNE;39;NNE;N;15;20;71;48;1012.9;1008.8;NA;NA;24.1;29.2;No;04.6;Yes
15.01.2017;Cobar;16.5;35.2;0;NA;NA;S;37;SSE;SSW;19;19;36;12;1013.3;1010.9;NA;NA;22.8;33.7;No;0;No
09.12.2011;Cobar;16.6;27.9;0;04.2;NA;N;35;NE;NNE;15;9;69;41;1010.4;1007.2;7;7;21;26.4;No;11.2;Yes
25.11.2011;Albury;15;20;11;NA;NA;NA;NA;SSE;NA;11;NA;99;NA;1020.1;NA;8;NA;15;NA;Yes;44;Yes
18.02.2017;BadgerysCreek;19.5;31.5;05.2;NA;NA;ENE;35;E;ESE;11;22;91;56;1006.2;1003.7;NA;NA;24.8;30.1;Yes;04.8;Yes
09.05.2015;Albury;09.9;15.4;0.8;NA;NA;NW;39;NW;WNW;15;24;91;71;1018.6;1015.9;8;8;11.8;14.2;No;02.8;Yes
24.08.2015;BadgerysCreek;13;16.1;03.8;NA;NA;W;48;WSW;SW;6;2;100;100;NA;NA;NA;NA;13.9;15.6;Yes;31.6;Yes
21.03.2016;Cobar;12.4;27.1;0;06.8;NA;ENE;43;ESE;SSE;20;15;65;31;1014.1;1011.6;1;4;17.2;25.6;No;0;No
18.03.2009;CoffsHarbour;19.7;25.9;0;04.4;06.4;SW;30;SW;S;17;19;73;64;1017.9;1016.5;6;5;21.2;24.6;No;0;No
06.04.2010;BadgerysCreek;14.1;23.8;0;NA;NA;NNE;26;WSW;NNW;7;6;77;64;1021;1017.7;NA;NA;18.9;22.1;No;09.8;Yes
18.03.2017;BadgerysCreek;18.2;24.4;12.2;NA;NA;SSW;48;S;SSE;11;11;100;100;1023.5;1022.7;NA;NA;20.9;22.1;Yes;16;Yes
23.05.2011;CoffsHarbour;16.1;18.8;0.6;01.4;0;NW;43;S;NW;13;19;91;80;1013.5;1006.9;8;7;16.8;17.9;No;5;Yes
22.09.2010;CoffsHarbour;14.5;22;02.8;02.6;03.6;SW;43;SW;ESE;20;9;66;67;1026.3;1022.1;7;5;17.4;19.8;Yes;0;No
16.08.2009;CoffsHarbour;06.1;23.9;0;02.6;10.1;NNE;37;NNE;NNE;4;28;57;55;1019.4;1013.9;0;0;17.2;21.4;No;0;No
11.11.2013;BadgerysCreek;12.8;17.3;47;NA;NA;S;39;SSW;S;9;20;96;90;1019.6;1017.1;NA;NA;13.9;15.4;Yes;31;Yes
30.03.2009;CoffsHarbour;18.9;22.9;11.4;04.8;0.3;SE;69;SW;SE;26;24;89;89;1017.7;1015.2;8;8;19.7;21.3;Yes;62.6;Yes
04.06.2017;Cobar;02.9;17.7;0;NA;NA;S;20;SSW;S;6;9;67;29;1028.9;1025.1;NA;NA;08.4;17.1;No;0;No
12.11.2015;Albury;17.9;28.2;10.6;NA;NA;S;50;E;NW;7;22;78;49;1016.7;1012;8;8;20.7;26.3;Yes;04.8;Yes
26.11.2011;BadgerysCreek;14.7;29.5;43.2;NA;NA;WNW;43;W;N;9;9;100;56;1007.7;1003.2;NA;NA;19.6;28.2;Yes;03.2;Yes
04.10.2010;CoffsHarbour;16.2;19.5;128;0.2;0;SE;61;ESE;SE;28;35;93;92;1021.2;1018.1;8;8;18.2;18.9;Yes;61.2;Yes
26.05.2009;Cobar;13;21.3;1;03.8;02.8;NE;26;NNE;N;13;2;87;63;1020.8;1018.5;7;7;13.9;19.9;No;03.6;Yes
26.05.2016;Cobar;10.3;17.3;16.4;02.4;NA;NE;33;N;W;19;17;87;81;1008.6;1006.2;8;8;11.6;16.2;Yes;0.2;No
30.07.2009;CoffsHarbour;06.3;20;0;01.2;09.1;NNE;35;NW;NNE;9;22;58;52;1024.9;1020.5;1;1;15.8;17.7;No;0;No
20.06.2009;CoffsHarbour;12.7;19.2;70;NA;01.6;E;37;W;NNW;9;7;97;90;1025.3;1022.4;8;6;14.8;17.7;Yes;12;Yes
16.08.2010;CoffsHarbour;06.5;20.1;0;4;10.5;NE;24;NW;NE;11;17;45;45;1014.8;1011.6;0;0;17.3;19.7;No;0;No
29.03.2010;CoffsHarbour;18.1;28;0;04.8;07.5;NNE;44;NNE;NNE;11;33;67;63;1020;1017.3;5;7;24.5;26.2;No;0;No
21.08.2009;CoffsHarbour;10.7;26;0;02.4;09.7;NW;46;NNE;NNE;11;26;59;59;1013.9;1007.3;3;6;19.1;21.7;No;0;No
20.03.2011;BadgerysCreek;17.8;23.7;25.8;NA;NA;E;48;S;SSE;9;11;99;92;1013.4;1011;NA;NA;18.9;21;Yes;17.2;Yes
16.04.2017;Cobar;16.8;29.3;0;NA;NA;SSE;28;NE;S;17;13;31;15;1019.5;1016.2;2;NA;22.3;28.5;No;0;No
21.05.2010;CoffsHarbour;11.6;21.3;0;01.8;04.4;N;35;WSW;W;6;11;77;74;1019.5;1015.7;7;7;18.6;18.8;No;10;Yes
02.06.2012;Albury;02.2;14.6;0;NA;NA;NE;11;NA;NA;0;0;94;60;1023.9;1019.2;NA;NA;6;13.9;No;03.6;Yes
08.02.2009;CoffsHarbour;17.4;29.2;0;07.2;12.2;ENE;31;WSW;ENE;7;20;64;57;1013.3;1010.2;3;1;25.7;27.3;No;0;No
23.05.2009;CoffsHarbour;17.1;20.5;19.6;04.8;0;E;69;ESE;ESE;39;41;82;69;1017.3;1016.8;8;8;18.8;20.3;Yes;03.6;Yes
05.09.2011;Albury;04.8;21.4;03.2;NA;NA;N;31;NA;NNE;0;22;86;52;1024.5;1020.2;4;NA;10.8;20.7;Yes;5;Yes
05.09.2009;CoffsHarbour;14.8;21.2;01.6;02.8;09.2;S;44;S;SSE;31;20;67;53;1013.5;1013.5;3;3;19.2;19.6;Yes;0;No
29.08.2009;Albury;07.2;17.9;04.2;NA;NA;W;59;NE;W;20;19;81;80;1002.6;996.9;1;8;13;17.5;Yes;13.4;Yes
23.05.2009;BadgerysCreek;14.2;20.6;15.8;NA;NA;ESE;39;SE;ESE;11;26;86;68;1024.2;1022.8;NA;NA;17.6;18.8;Yes;01.6;Yes
16.08.2011;CoffsHarbour;09.4;19.4;0;02.4;07.6;E;28;SW;NNE;9;20;64;89;1021.5;1018.1;1;7;16.7;15.3;No;01.6;Yes
08.12.2010;CoffsHarbour;20.3;26.3;10.8;7;07.6;NE;44;NNE;NNE;24;30;95;75;1018.1;1015.9;7;5;22;25.8;Yes;0.6;No
28.05.2017;Cobar;08.2;19.5;0;NA;NA;W;33;NW;W;13;20;58;42;1015.3;1013.9;NA;NA;14.6;18.7;No;0;No
10.10.2011;CoffsHarbour;12;22.1;0;03.8;10.4;NE;30;WSW;NE;7;20;64;42;1010.6;1007.6;6;3;18.5;20.6;No;0;No
31.03.2009;BadgerysCreek;17.6;21.4;03.2;NA;NA;SE;41;SE;SE;19;19;87;87;1022.5;1020.9;NA;NA;19.5;19.3;Yes;32;Yes
08.03.2010;Albury;18.1;25.5;66;NA;NA;NW;56;N;NNW;11;37;79;38;1008.7;1007.5;NA;1;19.8;24.1;Yes;06.2;Yes
16.07.2009;CoffsHarbour;04.8;17;0;01.8;07.4;SW;30;NA;SW;0;6;60;56;1011.6;1008.9;3;5;12.6;15.3;No;0;No
11.08.2009;CoffsHarbour;12.6;22.3;0;02.8;07.9;N;48;N;NNE;15;35;58;54;1019.6;1015.4;2;5;18.8;20.4;No;0;No
14.10.2015;Cobar;12.8;33;0;08.6;NA;ENE;31;NE;N;20;15;38;20;1021.1;1018.9;0;2;22.4;31.5;No;0;No
19.01.2016;Cobar;21.6;37.5;0;10.4;NA;ENE;44;NNE;ENE;19;13;29;13;1015.4;1011.7;1;3;28.8;35.5;No;0;No
19.08.2010;CoffsHarbour;14.5;25.6;0;03.8;06.6;NNW;52;WSW;E;7;7;67;39;NA;1010.8;6;2;18.9;25.4;No;0;No
11.02.2017;Cobar;29.4;46.6;0;NA;NA;N;48;NNW;W;19;19;18;8;1008.6;1005;NA;NA;36.3;45.2;No;0;No
15.04.2010;CoffsHarbour;11.9;24.5;0;04.2;10.6;SSE;24;SW;SSE;13;15;63;56;1021.1;1019.6;7;5;21;23.8;No;0;No
22.05.2011;BadgerysCreek;05.9;22.6;0;NA;NA;N;20;NA;NNE;0;11;100;50;1021.2;1015;NA;NA;10.8;21.7;No;3;Yes
31.01.2016;Albury;13.8;24.2;7;NA;NA;WNW;48;NNE;NNW;17;26;79;48;1003.9;1002.2;8;6;16.9;22.5;Yes;28.6;Yes
22.01.2009;Albury;24.4;34;0.6;NA;NA;NW;98;N;NNW;26;48;60;39;1005.3;997.8;4;1;26.1;33.1;No;06.4;Yes
06.10.2011;Albury;10.2;16;0;NA;NA;SW;13;S;S;9;4;87;80;1014.8;1012.6;NA;8;13;15;No;04.2;Yes
06.04.2015;BadgerysCreek;11.9;24.5;0;NA;NA;W;44;N;ESE;4;9;84;87;1008.1;1006.1;NA;NA;17.9;18.3;No;03.2;Yes
12.10.2009;CoffsHarbour;11;26.5;0.2;01.6;09.6;NA;NA;NNE;NE;22;43;74;64;1015.1;1007.8;3;3;18;22.5;No;0;No
30.03.2014;Albury;13.8;19.7;0.4;NA;NA;SSE;22;SE;ESE;6;9;86;98;1020.4;1020.8;5;8;18.3;17.1;No;09.2;Yes
14.06.2010;CoffsHarbour;12.8;16.4;4;01.8;0.3;SW;33;SW;SW;22;17;91;75;1032;1030;7;7;13.8;16.1;Yes;03.8;Yes
01.12.2009;CoffsHarbour;16.7;23.8;0.4;06.4;9;SSW;50;SSW;S;28;30;54;77;1013.8;1013.9;3;7;20.9;20.3;No;05.2;Yes
22.03.2011;CoffsHarbour;21.4;29.6;0;03.4;07.9;NNE;24;NA;ESE;0;11;79;66;1001.4;999.8;1;5;25.8;28.2;No;01.4;Yes
15.02.2009;CoffsHarbour;18.3;24.8;38.6;03.4;06.2;SW;57;SW;SW;28;31;95;74;1007.2;1006.7;8;7;19.2;23.3;Yes;63.6;Yes
13.03.2017;BadgerysCreek;17.2;30;0;NA;NA;ENE;46;WSW;SSE;4;20;100;56;1011.1;1011.3;NA;NA;22;27.8;No;18.2;Yes
25.06.2017;Cobar;09.1;22;0;NA;NA;W;28;NE;WNW;15;13;62;33;1020.2;1017.4;1;3;13;20.8;No;0;No
26.03.2016;Cobar;15.9;29.5;0;05.6;NA;SW;33;SSE;SSW;9;19;48;20;1018.2;1015.7;1;NA;20.5;28.9;No;0;No
09.01.2016;Cobar;20.6;38.4;0;22;NA;SW;33;N;ENE;9;7;20;11;1017;1014;1;NA;30;36.7;No;0;No
08.01.2017;Cobar;23.8;39.2;0;NA;NA;NE;35;NNE;SSE;20;7;NA;NA;1010;1007.2;NA;1;30.1;37.8;No;0;No
11.04.2010;CoffsHarbour;14;29.2;0;03.4;06.9;NNE;30;NA;NNE;0;19;60;62;1011.3;1008.1;6;7;25.4;26.8;No;0;No
25.08.2009;CoffsHarbour;14.3;31.1;0;05.2;10.6;WNW;35;NW;ESE;19;17;29;46;1007;1006.3;1;2;27.3;24.3;No;0;No
30.07.2010;Albury;08.9;14.9;0;NA;NA;NNE;30;ENE;N;2;13;91;86;1015.5;1013.5;8;8;11.1;14.1;No;02.2;Yes
03.05.2010;CoffsHarbour;15;25;0;02.6;07.8;SE;19;W;E;7;11;75;54;1026;1023.2;7;1;20.8;24.2;No;08.6;Yes
12.03.2010;CoffsHarbour;17.1;25.6;13.2;02.8;04.2;S;52;SW;SSE;26;20;89;54;1031.5;1030.1;7;7;17.7;24.4;Yes;24;Yes
21.03.2009;CoffsHarbour;17.9;26.4;0;04.2;06.3;S;31;SW;ESE;19;13;82;70;1016.7;1015.1;5;5;22.4;23.9;No;0.4;No
13.07.2009;Albury;05.9;13.1;1;NA;NA;WNW;41;N;NNW;13;11;82;73;1007.6;1005.5;8;8;9;12.3;No;06.8;Yes
26.08.2014;BadgerysCreek;08.9;14.7;07.4;NA;NA;SSW;30;SSE;S;7;11;100;94;1023.9;1023;NA;NA;12.8;14.4;Yes;28.4;Yes
13.12.2010;CoffsHarbour;19.4;26.4;0;5;09.3;WSW;50;S;S;15;19;81;73;1011.4;1011.5;6;6;23.5;24.8;No;26.8;Yes
07.01.2012;Albury;11.7;33.4;0;NA;NA;NNE;31;ENE;NE;15;9;47;19;1011.7;1007.5;NA;NA;21.6;30.7;No;05.6;Yes
28.10.2009;CoffsHarbour;17;22.6;08.6;01.4;4;NA;NA;SSW;NE;9;15;84;60;1025.5;1023.1;5;7;19.4;21.5;Yes;0;No
31.12.2016;Cobar;24;37;02.6;NA;NA;NNW;41;NNE;SSE;9;11;NA;NA;1004.6;1002.1;5;7;27.9;36;Yes;0.6;No
07.04.2009;CoffsHarbour;17.9;23.6;38;04.4;03.4;SE;31;SW;WSW;13;7;82;88;1022.7;1021.5;7;7;20.2;20;Yes;15.6;Yes
24.08.2010;CoffsHarbour;09.1;17.2;0.4;0.6;0.9;SW;31;SW;W;13;7;52;50;1013.4;1011.2;7;7;15.2;17.1;No;0;No
30.01.2016;Cobar;16.8;31.1;0;10;NA;NW;57;NE;NW;20;26;44;16;1001.4;998.7;1;3;22.5;28.4;No;0;No
20.06.2011;CoffsHarbour;04.3;18.1;0;01.6;09.5;NW;26;SW;ENE;4;11;74;48;1017.6;1014.8;0;1;12.6;17.4;No;0;No
01.03.2016;Cobar;22.4;37.1;0;13;NA;ENE;41;ENE;ENE;26;13;39;12;1016.4;1014.6;0;1;25.9;36.3;No;0;No
24.09.2014;Albury;07.8;19.8;NA;NA;NA;E;30;ENE;E;7;20;88;59;1021.3;1015.2;8;1;13;19.3;NA;41;Yes
21.07.2016;Albury;06.2;16.8;0.4;NA;NA;W;15;W;NNE;11;7;100;96;1020.1;1015.6;8;8;10;13.8;No;06.8;Yes
16.09.2016;Cobar;8;19;3;02.8;NA;WNW;24;W;NW;9;9;82;53;1020.4;1018.5;NA;8;14.2;19;Yes;0;No
16.02.2016;Cobar;18.8;30.4;0;13;NA;SW;43;S;SW;17;20;34;19;1012.5;1010.1;0;NA;21.5;29.1;No;0;No
28.03.2012;Albury;13.5;23.4;0;NA;NA;N;26;E;ESE;6;13;86;75;1021.1;1018.1;7;8;16.5;21.9;No;01.4;Yes
15.03.2016;BadgerysCreek;20.2;27.3;5;NA;NA;S;31;SSW;SE;11;13;80;59;1019.9;1018.5;NA;NA;21.1;26.8;Yes;01.2;Yes
25.09.2011;BadgerysCreek;11.2;16.1;22.2;NA;NA;S;37;SW;SW;15;7;100;100;1019.5;1021.2;NA;NA;11.6;11.7;Yes;22.6;Yes
30.11.2009;CoffsHarbour;16.9;25.9;0;08.8;10.3;SSW;50;SSW;SSW;17;19;45;61;1006.3;1005.3;0;1;25.6;24.5;No;0.4;No
11.04.2009;Cobar;16;24.4;02.4;0.2;04.7;ENE;31;NNW;E;4;15;94;63;1023.1;1020.2;7;5;17.6;24;Yes;05.4;Yes
26.09.2009;CoffsHarbour;14.4;31.5;0;06.4;08.7;WNW;70;NNW;WNW;26;31;30;15;1006.1;1002.2;0;7;25.4;29.6;No;0;No
11.01.2015;Cobar;20.4;25.2;39;01.4;NA;E;33;ENE;ESE;20;9;96;81;1008.7;1006.7;8;8;20.5;24.8;Yes;15.2;Yes
06.02.2010;BadgerysCreek;19.5;25.2;21.8;NA;NA;SSE;46;SSW;NA;15;NA;85;NA;1016.8;NA;NA;NA;21.2;NA;Yes;25.6;Yes
13.12.2011;CoffsHarbour;14.9;24;04.8;02.6;9;S;35;SSE;SSE;15;24;75;67;1006.2;1006.5;1;4;21.6;23.3;Yes;0;No
09.09.2014;Cobar;14.1;27;0;6;NA;N;54;N;NNE;20;30;55;27;1014.4;1007.9;5;3;18.9;26.7;No;01.4;Yes
08.05.2017;Cobar;03.4;18.3;0;NA;NA;SSE;31;SSE;S;15;15;50;26;1028.4;1024.7;NA;NA;11;17.6;No;0;No
08.05.2016;Albury;13.9;18.2;13.2;NA;NA;NE;41;ENE;NNE;13;26;100;98;1014.6;1008.6;7;8;14.7;16.1;Yes;46;Yes
11.11.2016;Cobar;19.1;35.3;0;86.2;NA;NNW;35;NW;NW;13;15;NA;NA;1009.3;1004.6;NA;NA;26.7;34.1;No;0;No
09.04.2009;CoffsHarbour;16.1;22.3;09.2;3;01.8;WSW;31;SW;SE;19;7;89;74;1024.4;1022;7;5;18.1;21;Yes;2;Yes
03.07.2009;CoffsHarbour;06.5;19.3;0;2;09.3;SW;57;NW;WSW;9;31;46;23;1006.9;1003.2;3;1;16.5;18.1;No;0;No
14.02.2009;Cobar;16.1;19.1;26;06.6;0;ESE;54;ESE;ESE;28;19;81;93;1014.3;1013.2;7;7;17.1;17;Yes;7;Yes
27.11.2010;Albury;14.8;27.6;19.2;NA;NA;N;44;SE;N;9;6;77;66;1012.6;1008.5;NA;8;20.6;22.7;Yes;18.8;Yes
01.08.2011;CoffsHarbour;05.6;19.7;0;2;10;NNW;37;NNW;NE;6;11;68;52;1023.7;1021.3;0;1;15.5;19;No;0;No
26.04.2010;CoffsHarbour;14.9;22.8;7;04.2;10.4;SW;48;SW;NNE;33;26;50;40;1021.8;1020.8;1;1;18.9;22.3;Yes;0;No
